Material,Grade,Density,TensileStrength,YieldStrength,Hardness,ElasticModulus,CostScore,CorrosionResistance,WearResistance,SustainabilityScore
Copper Alloy C61800,Standard,8.8,552,269,239.0,105000,5.0,6.5,2.844,5.0
Copper Alloy C61900,Standard,8.8,634,338,239.0,105000,5.0,6.5,3.145,5.0
Copper Alloy C62300,Standard,8.8,517,241,239.0,105000,5.0,6.5,2.716,5.0
Copper Alloy C62400,Standard,8.8,621,276,239.0,105000,5.0,6.5,3.098,5.0
Copper Alloy C62500,As extruded,8.8,689,379,239.0,105000,5.0,6.5,3.347,5.0
Copper Alloy C62500 As,extruded,8.8,689,379,239.0,105000,5.0,6.5,3.347,5.0
Copper Alloy C63000,Standard,8.8,621,345,239.0,105000,5.0,6.5,3.098,5.0
Copper Alloy C63200,Standard,8.8,621,310,239.0,105000,5.0,6.5,3.098,5.0
Copper Alloy C63800,Standard,8.8,565,372,239.0,105000,5.0,6.5,2.892,5.0
Copper Alloy C64200,Standard,8.8,517,241,239.0,105000,5.0,6.5,2.716,5.0
Copper Alloy C65100,Standard,8.8,276,103,239.0,105000,5.0,6.5,1.83,5.0
Copper Alloy C65500,Standard,8.8,386,145,239.0,105000,5.0,6.5,2.234,5.0
Copper Alloy C66700,Standard,8.8,316,83,239.0,105000,5.0,6.5,1.977,5.0
Copper Alloy C67400,Standard,8.8,483,234,239.0,105000,5.0,6.5,2.591,5.0
Copper Alloy C67500,Standard,8.8,448,207,239.0,105000,5.0,6.5,2.462,5.0
Copper Alloy C68700,Standard,8.8,414,186,239.0,105000,5.0,6.5,2.337,5.0
Copper Alloy C68800,Standard,8.8,565,379,239.0,105000,5.0,6.5,2.892,5.0
Copper Alloy C69000,Standard,8.8,565,359,239.0,105000,5.0,6.5,2.892,5.0
Copper Alloy C69400,Standard,8.8,552,276,239.0,105000,5.0,6.5,2.844,5.0
Copper Alloy C70400,Standard,8.8,262,276,239.0,105000,5.0,6.5,1.779,5.0
Copper Alloy C70600,Standard,8.8,303,110,239.0,105000,5.0,6.5,1.929,5.0
Copper Alloy C71000,Standard,8.8,338,90,239.0,105000,5.0,6.5,2.058,5.0
Copper Alloy C71500,Standard,8.8,372,138,239.0,105000,5.0,6.5,2.183,5.0
Copper Alloy C72200,Standard,8.8,317,124,239.0,105000,5.0,6.5,1.981,5.0
Copper Alloy C72500,Standard,8.8,379,152,239.0,105000,5.0,6.5,2.209,5.0
Copper Alloy C73500,Standard,8.8,345,103,239.0,105000,5.0,6.5,2.084,5.0
Copper Alloy C74500,Standard,8.8,338,124,239.0,105000,5.0,6.5,2.058,5.0
Copper Alloy C75200,Standard,8.8,386,172,239.0,105000,5.0,6.5,2.234,5.0
Copper Alloy C75400,Standard,8.8,365,124,239.0,105000,5.0,6.5,2.157,5.0
Copper Alloy C75700,Standard,8.8,359,124,239.0,105000,5.0,6.5,2.135,5.0
Copper Alloy C76390,Standard,8.8,621,586,239.0,105000,5.0,6.5,3.098,5.0
Copper Alloy C77000,Standard,8.8,414,186,239.0,105000,5.0,6.5,2.337,5.0
Copper Alloy C78200,Standard,8.8,365,159,239.0,105000,5.0,6.5,2.157,5.0
Copper Alloy C80100,Standard,8.93,172,62,239.0,108000,5.0,6.5,1.448,5.0
Copper-Nickel C96200,Standard,8.5,310,172,239.0,100000,2.0,9.0,1.955,5.0
Copper-Nickel C96300,Standard,8.5,517,379,239.0,100000,2.0,9.0,2.716,5.0
Copper-Nickel C96400,Standard,8.5,469,255,239.0,100000,2.0,9.0,2.539,5.0
Copper-Nickel C96600,Standard,8.5,758,483,239.0,100000,2.0,9.0,3.601,5.0
DIN 10CrMo9-10,Standard,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
DIN 10Ni14,Standard,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
DIN 10S2O,Standard,7.86,460,355,239.0,206000,5.0,5.0,2.506,5.0
DIN 12Ni19,Standard,7.86,530,390,239.0,206000,5.0,5.0,2.763,5.0
DIN 13CrMo4,Standard,7.86,450,295,239.0,206000,5.0,5.0,2.469,5.0
DIN 15Mo3,Standard,7.86,440,270,239.0,206000,5.0,5.0,2.433,5.0
DIN 16MnCr5,case-hardened,7.86,900,680,670.0,206000,5.0,5.0,9.585,5.0
DIN 17Cr3,Standard,7.86,590,340,239.0,206000,5.0,5.0,2.984,5.0
DIN 17CrNiMo6,Standard,7.86,1080,785,239.0,206000,5.0,5.0,4.784,5.0
DIN 17Mn4,Standard,7.86,460,290,239.0,206000,5.0,5.0,2.506,5.0
DIN 20MnCr5,Standard,7.86,980,680,239.0,206000,5.0,5.0,4.416,5.0
DIN 25CrMo4,Standard,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
DIN 28Mn6,Standard,7.86,690,490,239.0,206000,5.0,5.0,3.351,5.0
DIN 30CrNiMo8,Standard,7.86,1250,1050,239.0,206000,5.0,5.0,5.408,5.0
DIN 30CrV9,nitrided,7.86,800,600,720.0,206000,5.0,5.0,10.0,5.0
DIN 31CrMo12,Standard,7.86,1000,750,239.0,206000,5.0,5.0,4.49,5.0
DIN 32CrMo12,Standard,7.86,1230,1030,239.0,206000,5.0,5.0,5.335,5.0
DIN 34Cr4,Standard,7.86,800,590,239.0,206000,5.0,5.0,3.755,5.0
DIN 34CrMo4,Standard,7.86,900,650,239.0,206000,5.0,5.0,4.122,5.0
DIN 34CrNiMo6,Standard,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
DIN 35S20,Standard,7.86,580,365,239.0,206000,5.0,5.0,2.947,5.0
DIN 37Cr4,face hardened,7.86,850,630,610.0,206000,5.0,5.0,8.754,5.0
DIN 37Cr4,heat treated,7.86,850,630,270.0,206000,5.0,5.0,4.046,5.0
DIN 37Cr4,nitro-case-hard.,7.86,1700,1300,630.0,206000,5.0,5.0,9.031,5.0
DIN 37Cr4 face,hardened,7.86,850,630,239.0,206000,5.0,5.0,3.939,5.0
DIN 37Cr4 heat,treated,7.86,850,630,239.0,206000,5.0,5.0,3.939,5.0
DIN 37CrS4,Standard,7.86,850,630,239.0,206000,5.0,5.0,3.939,5.0
DIN 38Cr4,Standard,7.86,830,630,239.0,206000,5.0,5.0,3.865,5.0
DIN 41Cr4,Standard,7.86,900,660,239.0,206000,5.0,5.0,4.122,5.0
DIN 41CrAlMo7,Standard,7.86,930,735,239.0,206000,5.0,5.0,4.233,5.0
DIN 41CrMo4,Standard,7.86,980,760,239.0,206000,5.0,5.0,4.416,5.0
DIN 41CrS4,Standard,7.86,880,665,239.0,206000,5.0,5.0,4.049,5.0
DIN 42Cr4,Standard,7.86,880,670,239.0,206000,5.0,5.0,4.049,5.0
DIN 42CrMo4,Standard,7.86,1000,750,239.0,206000,5.0,5.0,4.49,5.0
DIN 42CrV6,face hardened,7.86,980,850,610.0,206000,5.0,5.0,8.754,5.0
DIN 42CrV6,heat treated,7.86,980,850,380.0,206000,5.0,5.0,5.569,5.0
DIN 42CrV6 face,hardened,7.86,980,850,239.0,206000,5.0,5.0,4.416,5.0
DIN 42CrV6 heat,treated,7.86,980,850,239.0,206000,5.0,5.0,4.416,5.0
DIN 49CrMo4,Standard,7.86,880,690,239.0,206000,5.0,5.0,4.049,5.0
DIN 50CrV4,heat treated,7.86,1370,1180,239.0,206000,5.0,5.0,5.849,5.0
DIN 50CrV4 heat,treated,7.86,1370,1180,239.0,206000,5.0,5.0,5.849,5.0
DIN 54SiCr6,heat treated,7.86,1370,1180,239.0,206000,5.0,5.0,5.849,5.0
DIN 54SiCr6 heat,treated,7.86,1370,1180,239.0,206000,5.0,5.0,5.849,5.0
DIN 55Cr3,heat treated,7.86,1450,1270,239.0,206000,5.0,5.0,6.143,5.0
DIN 55Cr3 heat,treated,7.86,1450,1270,239.0,206000,5.0,5.0,6.143,5.0
DIN 9SMn28,Standard,7.86,460,375,239.0,206000,5.0,5.0,2.506,5.0
DIN Cf35,Standard,7.86,580,360,239.0,206000,5.0,5.0,2.947,5.0
DIN Cf45,Standard,7.86,660,410,239.0,206000,5.0,5.0,3.241,5.0
DIN Cf53,Standard,7.86,690,430,239.0,206000,5.0,5.0,3.351,5.0
DIN Ck10,case-hardened,7.86,440,275,670.0,206000,5.0,5.0,9.585,5.0
DIN Ck15,case-hardened,7.86,495,295,670.0,206000,5.0,5.0,9.585,5.0
DIN Ck22,Standard,7.86,500,300,239.0,206000,5.0,5.0,2.653,5.0
DIN Ck25,Standard,7.86,500,320,239.0,206000,5.0,5.0,2.653,5.0
DIN Ck30,Standard,7.86,550,350,239.0,206000,5.0,5.0,2.837,5.0
DIN Ck35,Standard,7.86,600,370,239.0,206000,5.0,5.0,3.02,5.0
DIN Ck40,heat treated,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
DIN Ck40 heat,treated,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
DIN Ck45,heat treated,7.86,650,430,192.0,206000,5.0,5.0,2.966,5.0
DIN Ck45,normalized,7.86,535,320,152.0,206000,5.0,5.0,2.412,5.0
DIN Ck45 heat,treated,7.86,650,430,239.0,206000,5.0,5.0,3.204,5.0
DIN Ck50,face hardened,7.86,700,460,610.0,206000,5.0,5.0,8.754,5.0
DIN Ck50 face,hardened,7.86,700,460,239.0,206000,5.0,5.0,3.388,5.0
DIN Ck55,heat treated,7.86,750,500,239.0,206000,5.0,5.0,3.571,5.0
DIN Ck55 heat,treated,7.86,750,500,239.0,206000,5.0,5.0,3.571,5.0
DIN Ck60,heat treated,7.86,800,520,225.0,206000,5.0,5.0,3.423,5.0
DIN Ck60,nitro-carburized,7.86,800,520,630.0,206000,5.0,5.0,9.031,5.0
DIN Ck60,normalized,7.86,680,400,190.0,206000,5.0,5.0,2.938,5.0
DIN Ck60 heat,treated,7.86,800,520,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN 10CrMo9-10,,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
DIN DIN 10Ni14,,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
DIN DIN 10S2O,,7.86,460,355,239.0,206000,5.0,5.0,2.506,5.0
DIN DIN 12Ni19,,7.86,530,390,239.0,206000,5.0,5.0,2.763,5.0
DIN DIN 13CrMo4,,7.86,450,295,239.0,206000,5.0,5.0,2.469,5.0
DIN DIN 15Mo3,,7.86,440,270,239.0,206000,5.0,5.0,2.433,5.0
DIN DIN 16MnCr5,case-hardened,7.86,900,680,239.0,206000,5.0,5.0,4.122,5.0
DIN DIN 17Cr3,,7.86,590,340,239.0,206000,5.0,5.0,2.984,5.0
DIN DIN 17CrNiMo6,,7.86,1080,785,239.0,206000,5.0,5.0,4.784,5.0
DIN DIN 17Mn4,,7.86,460,290,239.0,206000,5.0,5.0,2.506,5.0
DIN DIN 20MnCr5,,7.86,980,680,239.0,206000,5.0,5.0,4.416,5.0
DIN DIN 25CrMo4,,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN 28Mn6,,7.86,690,490,239.0,206000,5.0,5.0,3.351,5.0
DIN DIN 30CrNiMo8,,7.86,1250,1050,239.0,206000,5.0,5.0,5.408,5.0
DIN DIN 30CrV9,nitrided,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN 31CrMo12,,7.86,1000,750,239.0,206000,5.0,5.0,4.49,5.0
DIN DIN 32CrMo12,,7.86,1230,1030,239.0,206000,5.0,5.0,5.335,5.0
DIN DIN 34Cr4,,7.86,800,590,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN 34CrMo4,,7.86,900,650,239.0,206000,5.0,5.0,4.122,5.0
DIN DIN 34CrNiMo6,,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
DIN DIN 35S20,,7.86,580,365,239.0,206000,5.0,5.0,2.947,5.0
DIN DIN 37Cr4,nitro-case-hard.,7.86,1700,1300,239.0,206000,5.0,5.0,7.061,5.0
DIN DIN 37CrS4,,7.86,850,630,239.0,206000,5.0,5.0,3.939,5.0
DIN DIN 38Cr4,,7.86,830,630,239.0,206000,5.0,5.0,3.865,5.0
DIN DIN 41Cr4,,7.86,900,660,239.0,206000,5.0,5.0,4.122,5.0
DIN DIN 41CrAlMo7,,7.86,930,735,239.0,206000,5.0,5.0,4.233,5.0
DIN DIN 41CrMo4,,7.86,980,760,239.0,206000,5.0,5.0,4.416,5.0
DIN DIN 41CrS4,,7.86,880,665,239.0,206000,5.0,5.0,4.049,5.0
DIN DIN 42Cr4,,7.86,880,670,239.0,206000,5.0,5.0,4.049,5.0
DIN DIN 42CrMo4,,7.86,1000,750,239.0,206000,5.0,5.0,4.49,5.0
DIN DIN 49CrMo4,,7.86,880,690,239.0,206000,5.0,5.0,4.049,5.0
DIN DIN 9SMn28,,7.86,460,375,239.0,206000,5.0,5.0,2.506,5.0
DIN DIN Cf35,,7.86,580,360,239.0,206000,5.0,5.0,2.947,5.0
DIN DIN Cf45,,7.86,660,410,239.0,206000,5.0,5.0,3.241,5.0
DIN DIN Cf53,,7.86,690,430,239.0,206000,5.0,5.0,3.351,5.0
DIN DIN Ck10,case-hardened,7.86,440,275,239.0,206000,5.0,5.0,2.433,5.0
DIN DIN Ck15,case-hardened,7.86,495,295,239.0,206000,5.0,5.0,2.635,5.0
DIN DIN Ck22,,7.86,500,300,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN Ck25,,7.86,500,320,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN Ck30,,7.86,550,350,239.0,206000,5.0,5.0,2.837,5.0
DIN DIN Ck35,,7.86,600,370,239.0,206000,5.0,5.0,3.02,5.0
DIN DIN Ck60,nitro-carburized,7.86,800,520,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN GG - 15,,7.16,150,150,239.0,85000,5.0,5.0,1.367,5.0
DIN DIN GG - 20,,7.16,200,200,239.0,85000,5.0,5.0,1.551,5.0
DIN DIN GG - 25,,7.16,250,250,239.0,85000,5.0,5.0,1.735,5.0
DIN DIN GG - 30,,7.16,300,300,239.0,85000,5.0,5.0,1.918,5.0
DIN DIN GG - 35,,7.16,350,350,239.0,85000,5.0,5.0,2.102,5.0
DIN DIN GGG - 50,,7.16,500,320,239.0,169000,5.0,5.0,2.653,5.0
DIN DIN GGG - 60,,7.16,600,370,239.0,169000,5.0,5.0,3.02,5.0
DIN DIN GGG - 70,,7.16,700,420,239.0,169000,5.0,5.0,3.388,5.0
DIN DIN GGG - 80,,7.16,800,480,239.0,169000,5.0,5.0,3.755,5.0
DIN DIN GTS - 40,,7.16,400,180,239.0,160000,5.0,5.0,2.286,5.0
DIN DIN GTS - 50,,7.16,500,260,239.0,160000,5.0,5.0,2.653,5.0
DIN DIN HI,,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
DIN DIN HII,,7.86,410,255,239.0,206000,5.0,5.0,2.322,5.0
DIN DIN RSt37-2,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN DIN St1203,,7.86,270,280,239.0,206000,5.0,5.0,1.808,5.0
DIN DIN St1405,,7.86,270,210,239.0,206000,5.0,5.0,1.808,5.0
DIN DIN St34-2BK,,7.86,410,320,239.0,206000,5.0,5.0,2.322,5.0
DIN DIN St37-2,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN DIN St37-2BK,,7.86,440,350,239.0,206000,5.0,5.0,2.433,5.0
DIN DIN St37-3,,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN DIN St37.0,,7.86,350,225,239.0,206000,5.0,5.0,2.102,5.0
DIN DIN St44-2,,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
DIN DIN St44-3,,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
DIN DIN St44.0,,7.86,420,265,239.0,206000,5.0,5.0,2.359,5.0
DIN DIN St50-2,,7.86,470,285,239.0,206000,5.0,5.0,2.543,5.0
DIN DIN St52-3,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
DIN DIN St52-3BK,,7.86,590,470,239.0,206000,5.0,5.0,2.984,5.0
DIN DIN St52.0,,7.86,500,345,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN St60-2,,7.86,570,325,239.0,206000,5.0,5.0,2.91,5.0
DIN DIN St70-2,,7.86,670,355,239.0,206000,5.0,5.0,3.278,5.0
DIN DIN USt1303,,7.86,270,250,239.0,206000,5.0,5.0,1.808,5.0
DIN DIN USt34-2,,7.86,330,195,239.0,206000,5.0,5.0,2.029,5.0
DIN DIN WTSt52-3,,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
DIN DIN X10Cr13,,7.86,600,420,239.0,206000,5.0,5.0,3.02,5.0
DIN DIN X10CrNiS189,,7.86,500,195,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN X20Cr13,,7.86,650,450,239.0,206000,5.0,5.0,3.204,5.0
DIN DIN X20CrNi172,,7.86,750,550,239.0,206000,5.0,5.0,3.571,5.0
DIN DIN X2CrNi1911,,7.86,460,180,239.0,206000,5.0,5.0,2.506,5.0
DIN DIN X2CrNiMo17132,,7.86,490,190,239.0,206000,5.0,5.0,2.616,5.0
DIN DIN X2CrNiMo18143,,7.86,490,190,239.0,206000,5.0,5.0,2.616,5.0
DIN DIN X2CrNiMoN17122,,7.86,580,280,239.0,206000,5.0,5.0,2.947,5.0
DIN DIN X2CrNiMoN17133,,7.86,580,295,239.0,206000,5.0,5.0,2.947,5.0
DIN DIN X2CrNiMoN17135,,7.86,580,285,239.0,206000,5.0,5.0,2.947,5.0
DIN DIN X2CrNiN1810,,7.86,550,270,239.0,206000,5.0,5.0,2.837,5.0
DIN DIN X30Cr13,,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
DIN DIN X45CrSi93,,7.86,900,700,239.0,206000,5.0,5.0,4.122,5.0
DIN DIN X53CrMnNiN219,,7.86,950,580,239.0,206000,5.0,5.0,4.306,5.0
DIN DIN X5CrNi1810,,7.86,500,195,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN X5CrNiMo17122,,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
DIN DIN X5CrNiMo17133,,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
DIN DIN X6Cr13,,7.86,400,250,239.0,206000,5.0,5.0,2.286,5.0
DIN DIN X6Cr17,,7.86,450,270,239.0,206000,5.0,5.0,2.469,5.0
DIN DIN X6CrAl13,,7.86,400,250,239.0,206000,5.0,5.0,2.286,5.0
DIN DIN X6CrNiMoTi17122,,7.86,500,210,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN X6CrNiTi1810,,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
DIN DIN X85CrMoV182,,7.86,1000,800,239.0,206000,5.0,5.0,4.49,5.0
DIN DIN X8CrMnNi188,,7.86,590,295,239.0,206000,5.0,5.0,2.984,5.0
DIN DIN X8Ni9,,7.86,680,585,239.0,206000,5.0,5.0,3.314,5.0
DIN GG - 15,Standard,7.16,150,150,190.0,85000,5.0,5.0,2.938,5.0
DIN GG - 20,Standard,7.16,200,200,210.0,85000,5.0,5.0,3.215,5.0
DIN GG - 25,Standard,7.16,250,250,230.0,85000,5.0,5.0,3.492,5.0
DIN GG - 30,Standard,7.16,300,300,250.0,85000,5.0,5.0,3.769,5.0
DIN GG - 35,Standard,7.16,350,350,260.0,85000,5.0,5.0,3.908,5.0
DIN GGG - 50,Standard,7.16,500,320,180.0,169000,5.0,5.0,2.8,5.0
DIN GGG - 60,Standard,7.16,600,370,210.0,169000,5.0,5.0,3.215,5.0
DIN GGG - 70,Standard,7.16,700,420,230.0,169000,5.0,5.0,3.492,5.0
DIN GGG - 80,Standard,7.16,800,480,240.0,169000,5.0,5.0,3.631,5.0
DIN GTS - 40,Standard,7.16,400,180,220.0,160000,5.0,5.0,3.354,5.0
DIN GTS - 50,Standard,7.16,500,260,230.0,160000,5.0,5.0,3.492,5.0
DIN HI,Standard,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
DIN HII,Standard,7.86,410,255,239.0,206000,5.0,5.0,2.322,5.0
DIN RSt37-2,Standard,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN St1203,Standard,7.86,270,280,239.0,206000,5.0,5.0,1.808,5.0
DIN St1405,Standard,7.86,270,210,239.0,206000,5.0,5.0,1.808,5.0
DIN St34-2BK,Standard,7.86,410,320,239.0,206000,5.0,5.0,2.322,5.0
DIN St37-2,Standard,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN St37-2BK,Standard,7.86,440,350,239.0,206000,5.0,5.0,2.433,5.0
DIN St37-3,Standard,7.86,340,225,239.0,206000,5.0,5.0,2.065,5.0
DIN St37.0,Standard,7.86,350,225,239.0,206000,5.0,5.0,2.102,5.0
DIN St44-2,Standard,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
DIN St44-3,Standard,7.86,410,265,239.0,206000,5.0,5.0,2.322,5.0
DIN St44.0,Standard,7.86,420,265,239.0,206000,5.0,5.0,2.359,5.0
DIN St50-2,Standard,7.86,470,285,141.0,206000,5.0,5.0,2.26,5.0
DIN St52-3,Standard,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
DIN St52-3BK,Standard,7.86,590,470,239.0,206000,5.0,5.0,2.984,5.0
DIN St52.0,Standard,7.86,500,345,239.0,206000,5.0,5.0,2.653,5.0
DIN St60-2,Standard,7.86,570,325,169.0,206000,5.0,5.0,2.648,5.0
DIN St70-2,Standard,7.86,670,355,197.0,206000,5.0,5.0,3.035,5.0
DIN USt1303,Standard,7.86,270,250,239.0,206000,5.0,5.0,1.808,5.0
DIN USt34-2,Standard,7.86,330,195,239.0,206000,5.0,5.0,2.029,5.0
DIN WTSt52-3,Standard,7.86,490,345,239.0,206000,5.0,5.0,2.616,5.0
DIN X10Cr13,Standard,7.86,600,420,239.0,206000,5.0,5.0,3.02,5.0
DIN X10CrNiS189,Standard,7.86,500,195,239.0,206000,5.0,5.0,2.653,5.0
DIN X20Cr13,Standard,7.86,650,450,239.0,206000,5.0,5.0,3.204,5.0
DIN X20CrNi172,Standard,7.86,750,550,239.0,206000,5.0,5.0,3.571,5.0
DIN X2CrNi1911,Standard,7.86,460,180,239.0,206000,5.0,5.0,2.506,5.0
DIN X2CrNiMo17132,Standard,7.86,490,190,239.0,206000,5.0,5.0,2.616,5.0
DIN X2CrNiMo18143,Standard,7.86,490,190,239.0,206000,5.0,5.0,2.616,5.0
DIN X2CrNiMoN17122,Standard,7.86,580,280,239.0,206000,5.0,5.0,2.947,5.0
DIN X2CrNiMoN17133,Standard,7.86,580,295,239.0,206000,5.0,5.0,2.947,5.0
DIN X2CrNiMoN17135,Standard,7.86,580,285,239.0,206000,5.0,5.0,2.947,5.0
DIN X2CrNiN1810,Standard,7.86,550,270,239.0,206000,5.0,5.0,2.837,5.0
DIN X30Cr13,Standard,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
DIN X45CrSi93,Standard,7.86,900,700,239.0,206000,5.0,5.0,4.122,5.0
DIN X53CrMnNiN219,Standard,7.86,950,580,239.0,206000,5.0,5.0,4.306,5.0
DIN X5CrNi1810,Standard,7.86,500,195,239.0,206000,5.0,5.0,2.653,5.0
DIN X5CrNiMo17122,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
DIN X5CrNiMo17133,Standard,7.86,510,205,239.0,206000,5.0,5.0,2.69,5.0
DIN X6Cr13,Standard,7.86,400,250,239.0,206000,5.0,5.0,2.286,5.0
DIN X6Cr17,Standard,7.86,450,270,239.0,206000,5.0,5.0,2.469,5.0
DIN X6CrAl13,Standard,7.86,400,250,239.0,206000,5.0,5.0,2.286,5.0
DIN X6CrNiMoTi17122,Standard,7.86,500,210,239.0,206000,5.0,5.0,2.653,5.0
DIN X6CrNiTi1810,Standard,7.86,500,200,239.0,206000,5.0,5.0,2.653,5.0
DIN X85CrMoV182,Standard,7.86,1000,800,239.0,206000,5.0,5.0,4.49,5.0
DIN X8CrMnNi188,Standard,7.86,590,295,239.0,206000,5.0,5.0,2.984,5.0
DIN X8Ni9,Standard,7.86,680,585,239.0,206000,5.0,5.0,3.314,5.0
EN 10CrMo9-10,Standard,7.86,480,300,239.0,206000,5.0,5.0,2.58,5.0
EN 10S2O,Standard,7.86,360,225,239.0,206000,5.0,5.0,2.139,5.0
EN 11CrMo9-10,Standard,7.86,520,310,239.0,206000,5.0,5.0,2.727,5.0
EN 11SMn30,Standard,7.86,380,230,239.0,206000,5.0,5.0,2.212,5.0
EN 12Ni14,Standard,7.86,490,355,239.0,206000,5.0,5.0,2.616,5.0
EN 12Ni19,Standard,7.86,530,390,239.0,206000,5.0,5.0,2.763,5.0
EN 13CrMo4,Standard,7.86,450,295,239.0,206000,5.0,5.0,2.469,5.0
EN 16MnCr5,case-hardened,7.86,900,680,670.0,206000,5.0,5.0,9.585,5.0
EN 16Mo3,Standard,7.86,440,270,239.0,206000,5.0,5.0,2.433,5.0
EN 16NiCr4,case-hardened,7.86,835,590,670.0,206000,5.0,5.0,9.585,5.0
EN 17Cr3,Standard,7.86,580,340,239.0,206000,5.0,5.0,2.947,5.0
EN 20MnCr5,case-hardened,7.86,980,680,670.0,206000,5.0,5.0,9.585,5.0
EN 25CrMo4,heat treated,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
EN 25CrMo4 heat,treated,7.86,800,600,239.0,206000,5.0,5.0,3.755,5.0
EN 28Mn6,heat treated,7.86,700,490,239.0,206000,5.0,5.0,3.388,5.0
EN 28Mn6 heat,treated,7.86,700,490,239.0,206000,5.0,5.0,3.388,5.0
EN 30CrNiMo8,heat treated,7.86,1250,1050,239.0,206000,5.0,5.0,5.408,5.0
EN 30CrNiMo8 heat,treated,7.86,1250,1050,239.0,206000,5.0,5.0,5.408,5.0
EN 34Cr4,heat treated,7.86,800,590,239.0,206000,5.0,5.0,3.755,5.0
EN 34Cr4 heat,treated,7.86,800,590,239.0,206000,5.0,5.0,3.755,5.0
EN 34CrMo4,heat treated,7.86,900,650,239.0,206000,5.0,5.0,4.122,5.0
EN 34CrMo4 heat,treated,7.86,900,650,239.0,206000,5.0,5.0,4.122,5.0
EN 34CrNiMo6,heat treated,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
EN 34CrNiMo6 heat,treated,7.86,1100,900,239.0,206000,5.0,5.0,4.857,5.0
EN 35S20,Standard,7.86,600,380,239.0,206000,5.0,5.0,3.02,5.0
EN 37Cr4,heat treated,7.86,850,630,277.0,206000,5.0,5.0,4.143,5.0
EN 37Cr4 heat,treated,7.86,850,630,239.0,206000,5.0,5.0,3.939,5.0
EN 41Cr4,heat treated,7.86,900,660,239.0,206000,5.0,5.0,4.122,5.0
EN 41Cr4 heat,treated,7.86,900,660,239.0,206000,5.0,5.0,4.122,5.0
EN 42CrMo4,heat treated,7.86,1000,770,239.0,206000,5.0,5.0,4.49,5.0
EN 42CrMo4 heat,treated,7.86,1000,770,239.0,206000,5.0,5.0,4.49,5.0
EN 51CrV4,case-hardened,7.86,900,700,610.0,206000,5.0,5.0,8.754,5.0
EN C10E,Standard,7.86,420,300,239.0,206000,5.0,5.0,2.359,5.0
EN C15E,Standard,7.86,440,340,239.0,206000,5.0,5.0,2.433,5.0
EN C22,Standard,7.86,470,290,239.0,206000,5.0,5.0,2.543,5.0
EN C25,Standard,7.86,500,320,239.0,206000,5.0,5.0,2.653,5.0
EN C30,Standard,7.86,550,350,239.0,206000,5.0,5.0,2.837,5.0
EN C35,Standard,7.86,600,380,239.0,206000,5.0,5.0,3.02,5.0
EN C40,Standard,7.86,630,400,239.0,206000,5.0,5.0,3.131,5.0
EN C45,heat treated,7.86,650,430,192.0,206000,5.0,5.0,2.966,5.0
EN C45 heat,treated,7.86,650,430,239.0,206000,5.0,5.0,3.204,5.0
